State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,Total Charge
HI,104,408,No,No,0,170.6,97.0,29.0,162.1,111.0,13.78,131.0,9.48,6.1,1,1.65,1.0,False,38.480000000000004
NJ,106,415,No,No,0,191.4,124.0,32.54,200.7,116.0,17.06,76.0,10.35,8.2,3,2.21,1.0,False,42.89
MS,84,510,No,No,0,75.3,96.0,12.8,179.9,113.0,15.29,134.0,8.72,12.3,1,3.32,1.0,False,21.520000000000003
MA,80,510,No,No,0,149.8,123.0,25.47,276.3,75.0,23.49,75.0,10.86,10.9,7,2.94,2.0,False,36.33
SC,100,510,No,No,0,115.9,87.0,19.7,111.3,56.0,9.46,77.0,7.66,7.1,4,1.92,1.0,False,27.36
MN,99,408,No,No,0,128.8,86.0,21.9,203.9,105.0,17.33,131.0,12.72,14.1,4,3.81,2.0,False,34.62
WV,50,510,No,No,0,131.7,108.0,22.39,216.5,103.0,18.4,126.0,8.82,11.0,5,2.97,1.0,False,31.21
MS,105,415,No,No,0,101.4,48.0,17.24,159.1,119.0,13.52,53.0,11.66,12.2,2,3.29,1.0,False,28.9
VA,113,415,No,Yes,23,149.0,104.0,25.33,235.8,67.0,20.04,76.0,9.08,9.5,5,2.57,4.0,False,34.41
MS,111,415,No,Yes,36,96.8,123.0,16.46,170.6,105.0,14.5,85.0,7.47,13.4,4,3.62,2.0,False,23.93
NM,161,408,No,No,0,107.5,121.0,18.28,256.4,46.0,21.79,131.0,11.12,12.6,3,3.4,2.0,False,29.4
TX,70,415,No,No,0,232.8,95.0,39.58,303.4,111.0,25.79,104.0,11.5,12.9,7,3.48,0.0,True,51.08
HI,97,415,No,Yes,43,121.1,105.0,20.59,260.2,115.0,22.12,100.0,10.01,8.3,5,2.24,3.0,False,30.6
WA,130,510,No,No,0,124.3,70.0,21.13,270.7,99.0,23.01,83.0,10.78,3.5,6,0.95,0.0,False,31.909999999999997
WI,92,415,No,No,0,157.7,101.0,26.81,298.6,100.0,25.38,99.0,9.76,13.8,3,3.73,1.0,False,36.57
CO,119,408,No,No,0,124.3,68.0,21.13,207.1,88.0,17.6,93.0,7.08,14.8,1,4.0,0.0,False,28.21
NV,115,415,No,No,0,286.4,125.0,48.69,205.7,74.0,17.48,141.0,8.61,6.9,6,1.86,1.0,True,57.3
RI,134,415,No,No,0,141.7,95.0,24.09,205.6,101.0,17.48,60.0,9.83,8.8,6,2.38,0.0,False,33.92
VA,127,408,No,Yes,25,173.0,91.0,29.41,245.8,64.0,20.89,99.0,13.5,4.8,3,1.3,0.0,False,42.91
NJ,80,415,No,No,0,268.7,120.0,45.68,301.0,147.0,25.59,140.0,7.52,5.8,1,1.57,2.0,True,53.2
ND,153,415,No,Yes,31,218.5,130.0,37.15,134.2,103.0,11.41,105.0,5.35,9.4,6,2.54,0.0,False,42.5
MN,85,415,No,No,0,255.3,114.0,43.4,194.6,83.0,16.54,78.0,12.45,3.7,5,1.0,3.0,False,55.849999999999994
HI,79,415,No,No,0,41.9,124.0,7.12,211.0,95.0,17.94,55.0,10.71,11.4,5,3.08,1.0,False,17.830000000000002
ND,35,415,No,No,0,260.8,87.0,44.34,258.1,78.0,21.94,123.0,5.91,5.8,2,1.57,1.0,False,50.25
WI,120,408,No,Yes,26,239.4,94.0,40.7,259.4,88.0,22.05,132.0,10.71,7.7,3,2.08,0.0,False,51.410000000000004
MN,68,510,No,No,0,226.7,94.0,38.54,168.4,129.0,14.31,117.0,8.49,10.2,1,2.75,0.0,False,47.03
DC,60,408,No,No,0,179.3,147.0,30.48,208.9,89.0,17.76,98.0,11.17,13.5,6,3.65,1.0,True,41.65
KS,120,510,No,No,0,158.0,110.0,26.86,197.0,103.0,16.75,132.0,6.97,10.0,5,2.7,1.0,False,33.83
MT,71,510,No,Yes,23,175.7,82.0,29.87,258.9,136.0,22.01,154.0,12.08,14.1,7,3.81,1.0,False,41.95
WV,124,415,No,No,0,157.4,107.0,26.76,167.8,112.0,14.26,102.0,8.5,8.8,3,2.38,3.0,False,35.260000000000005
ME,23,510,No,No,0,113.1,74.0,19.23,168.8,95.0,14.35,126.0,11.83,6.9,2,1.86,1.0,True,31.060000000000002
WY,225,415,No,No,0,182.7,142.0,31.06,246.5,63.0,20.95,103.0,9.81,8.8,2,2.38,1.0,False,40.87
NY,181,415,Yes,No,0,161.3,83.0,27.42,124.4,83.0,10.57,98.0,11.79,14.1,3,3.81,0.0,True,39.21
VT,63,415,No,No,0,142.5,92.0,24.23,208.3,102.0,17.71,120.0,10.3,7.5,2,2.03,2.0,False,34.53
NC,54,415,Yes,No,0,190.5,108.0,32.39,259.7,108.0,22.07,111.0,6.37,9.7,2,2.62,2.0,True,38.76
MO,80,408,Yes,Yes,15,159.3,110.0,27.08,170.6,120.0,14.5,82.0,6.35,11.9,5,3.21,1.0,False,33.43
NC,118,408,Yes,Yes,39,153.8,106.0,26.15,123.3,111.0,10.48,103.0,5.3,9.2,6,2.48,1.0,False,31.45
NJ,42,408,Yes,No,0,180.7,127.0,30.72,174.6,94.0,14.84,114.0,7.44,12.0,6,3.24,2.0,False,38.16
OH,134,408,No,No,0,202.7,105.0,34.46,224.9,90.0,19.12,108.0,11.43,12.1,7,3.27,0.0,False,45.89
TX,66,415,No,Yes,35,190.8,100.0,32.44,261.3,93.0,22.21,108.0,9.43,8.9,6,2.4,0.0,False,41.87
WA,66,415,No,No,0,205.1,102.0,34.87,232.7,109.0,19.78,95.0,11.7,9.2,6,2.48,2.0,False,46.56999999999999
TN,127,415,No,Yes,28,235.6,124.0,40.05,236.8,113.0,20.13,127.0,10.85,7.7,2,2.08,1.0,False,50.9
HI,146,510,No,No,0,189.3,77.0,32.18,155.9,128.0,13.25,83.0,8.37,7.4,3,2.0,0.0,False,40.55
WY,93,408,No,Yes,42,166.9,101.0,28.37,273.2,84.0,23.22,106.0,7.69,11.5,1,3.11,1.0,False,36.06
CT,77,415,No,No,0,245.2,87.0,41.68,254.1,83.0,21.6,91.0,10.77,7.5,4,2.03,0.0,True,52.45
NM,111,415,No,No,0,132.6,125.0,22.54,221.1,67.0,18.79,101.0,5.76,12.7,2,3.43,4.0,True,28.299999999999997
NJ,125,415,No,No,0,182.3,64.0,30.99,139.8,121.0,11.88,96.0,7.72,11.6,7,3.13,2.0,False,38.71
AL,115,510,No,Yes,14,192.3,86.0,32.69,88.7,90.0,7.54,120.0,10.32,10.5,3,2.84,2.0,False,43.01
MN,115,510,Yes,No,0,122.0,110.0,20.74,220.2,100.0,18.72,124.0,8.09,10.8,2,2.92,2.0,True,28.83
NC,114,408,No,No,0,193.0,101.0,32.81,250.0,81.0,21.25,79.0,6.0,9.6,2,2.59,2.0,False,38.81
OH,106,415,No,No,0,158.6,112.0,26.96,220.0,114.0,18.7,106.0,11.38,9.1,3,2.46,0.0,False,38.34
ND,118,415,No,Yes,39,91.5,125.0,15.56,219.9,113.0,18.69,99.0,10.31,12.7,8,3.43,2.0,False,25.87
CO,59,510,No,No,0,153.6,92.0,26.11,205.5,88.0,17.47,89.0,5.15,12.5,10,3.38,1.0,False,31.259999999999998
ND,87,415,Yes,Yes,40,221.6,79.0,37.67,157.1,74.0,13.35,124.0,10.01,11.5,3,3.11,1.0,False,47.68
NY,21,415,No,No,0,244.7,81.0,41.6,168.0,117.0,14.28,87.0,12.67,6.6,1,1.78,1.0,False,54.27
WI,142,408,No,Yes,24,239.8,103.0,40.77,285.9,65.0,24.3,106.0,11.55,9.5,4,2.57,0.0,False,52.32000000000001
WY,62,415,No,No,0,172.4,132.0,29.31,230.5,100.0,19.59,109.0,10.27,11.0,5,2.97,0.0,False,39.58
OR,149,415,No,No,0,242.5,83.0,41.23,245.4,97.0,20.86,80.0,9.88,10.0,3,2.7,3.0,True,51.11
CO,54,510,No,Yes,39,117.6,82.0,19.99,159.2,60.0,13.53,113.0,10.64,11.3,10,3.05,2.0,False,30.63
LA,112,510,No,No,0,174.5,127.0,29.67,259.3,71.0,22.04,120.0,7.67,11.3,7,3.05,1.0,False,37.34
AL,68,510,No,No,0,157.3,83.0,26.74,220.9,85.0,18.78,129.0,9.85,12.0,7,3.24,1.0,False,36.589999999999996
TX,201,415,No,Yes,21,192.0,97.0,32.64,239.1,81.0,20.32,125.0,5.22,15.1,3,4.08,1.0,False,37.86
PA,88,510,No,No,0,218.2,76.0,37.09,169.3,60.0,14.39,99.0,6.35,8.0,1,2.16,1.0,False,43.440000000000005
IL,85,415,No,Yes,29,144.6,97.0,24.58,140.0,102.0,11.9,148.0,7.44,10.9,3,2.94,1.0,False,32.019999999999996
DE,51,415,Yes,No,0,153.6,108.0,26.11,232.9,85.0,19.8,92.0,9.64,14.1,4,3.81,0.0,True,35.75
MO,45,510,No,Yes,29,135.8,104.0,23.09,222.5,101.0,18.91,92.0,10.6,7.9,6,2.13,2.0,False,33.69
AR,116,510,No,No,0,160.7,69.0,27.32,146.8,106.0,12.48,144.0,12.95,8.2,5,2.21,0.0,False,40.269999999999996
OH,146,408,No,Yes,31,202.5,91.0,34.43,241.4,108.0,20.52,77.0,7.63,7.8,2,2.11,1.0,False,42.06
WI,63,510,No,Yes,34,152.2,119.0,25.87,227.1,91.0,19.3,103.0,8.81,12.3,5,3.32,1.0,False,34.68
GA,133,510,No,No,0,227.4,90.0,38.66,73.2,135.0,6.22,99.0,5.14,4.7,7,1.27,0.0,False,43.8
KY,125,408,No,No,0,191.6,115.0,32.57,205.6,108.0,17.48,123.0,9.46,9.2,3,2.48,2.0,False,42.03
OH,72,510,No,No,0,138.9,111.0,23.61,211.6,102.0,17.99,91.0,8.08,10.8,3,2.92,1.0,False,31.689999999999998
TN,130,408,No,No,0,127.0,102.0,21.59,206.9,107.0,17.59,99.0,10.43,6.1,6,1.65,0.0,False,32.019999999999996
SD,97,415,No,No,0,168.6,87.0,28.66,259.2,105.0,22.03,123.0,12.59,7.3,4,1.97,1.0,False,41.25
NY,54,415,No,No,0,286.6,73.0,48.72,223.2,108.0,18.97,107.0,9.17,11.5,5,3.11,1.0,True,57.89
GA,160,415,No,Yes,29,164.6,121.0,27.98,262.8,108.0,22.34,131.0,5.57,15.2,4,4.1,1.0,False,33.55
TX,79,415,No,No,0,144.0,90.0,24.48,135.8,91.0,11.54,129.0,9.56,13.0,4,3.51,1.0,False,34.04
WV,92,415,No,Yes,47,141.6,95.0,24.07,207.9,130.0,17.67,95.0,9.16,10.2,11,2.75,0.0,False,33.230000000000004
MI,59,415,No,No,0,204.3,65.0,34.73,247.3,123.0,21.02,94.0,9.66,12.0,4,3.24,1.0,False,44.39
ND,132,510,No,No,0,163.2,80.0,27.74,167.6,90.0,14.25,90.0,3.94,6.2,10,1.67,1.0,False,31.68
NE,21,510,No,No,0,225.0,110.0,38.25,244.2,111.0,20.76,93.0,9.95,10.7,4,2.89,0.0,False,48.2
SD,93,415,No,No,0,176.1,103.0,29.94,199.7,130.0,16.97,96.0,11.88,8.5,6,2.3,2.0,False,41.82
NJ,147,415,No,Yes,36,254.2,78.0,43.21,228.1,105.0,19.39,125.0,4.41,13.8,7,3.73,5.0,False,47.620000000000005
AK,101,510,No,No,0,174.9,105.0,29.73,262.0,75.0,22.27,93.0,9.45,8.5,5,2.3,1.0,False,39.18
CT,125,415,Yes,No,0,187.3,118.0,31.84,160.7,111.0,13.66,112.0,11.87,9.6,2,2.59,0.0,True,43.71
CO,63,415,No,No,0,211.8,84.0,36.01,230.9,137.0,19.63,99.0,9.77,10.7,9,2.89,3.0,False,45.78
MD,107,415,No,No,0,241.9,102.0,41.12,126.9,117.0,10.79,92.0,8.35,11.7,6,3.16,0.0,False,49.47
ND,110,408,No,No,0,196.1,103.0,33.34,199.7,123.0,16.97,71.0,6.12,12.9,1,3.48,3.0,False,39.46
NH,83,415,No,No,0,231.3,100.0,39.32,210.4,84.0,17.88,106.0,9.78,12.4,2,3.35,3.0,False,49.1
MN,117,408,No,No,0,161.6,104.0,27.47,196.3,119.0,16.69,111.0,13.27,13.8,2,3.73,1.0,False,40.739999999999995
KY,124,415,No,No,0,194.0,103.0,32.98,241.0,116.0,20.49,153.0,10.24,11.9,5,3.21,0.0,False,43.22
NH,115,510,No,No,0,109.7,148.0,18.65,223.8,87.0,19.02,96.0,10.81,15.4,8,4.16,3.0,False,29.46
CO,156,408,Yes,No,0,277.0,119.0,47.09,238.3,106.0,20.26,96.0,4.25,8.3,3,2.24,1.0,False,51.34
KY,89,408,No,No,0,192.1,83.0,32.66,163.6,88.0,13.91,138.0,7.64,6.1,3,1.65,0.0,False,40.3
KY,72,415,No,No,0,198.4,147.0,33.73,216.9,121.0,18.44,125.0,5.08,13.1,4,3.54,0.0,False,38.809999999999995
IN,101,415,No,Yes,42,209.2,82.0,35.56,159.7,74.0,13.57,100.0,8.17,9.5,3,2.57,0.0,False,43.730000000000004
OR,53,415,No,No,0,184.8,98.0,31.42,216.4,125.0,18.39,116.0,6.35,18.4,3,4.97,2.0,False,37.77
SD,116,408,No,No,0,167.8,119.0,28.53,142.0,123.0,12.07,128.0,8.58,7.3,4,1.97,2.0,False,37.11
DE,78,408,No,No,0,139.2,140.0,23.66,191.4,113.0,16.27,125.0,12.89,11.8,3,3.19,3.0,False,36.55
OR,117,415,No,Yes,17,221.3,82.0,37.62,167.6,100.0,14.25,87.0,11.82,4.4,4,1.19,0.0,False,49.44
NE,56,510,No,No,0,121.6,84.0,20.67,165.3,115.0,14.05,95.0,10.98,8.9,2,2.4,1.0,False,31.650000000000002
OH,123,408,No,Yes,39,270.4,99.0,45.97,245.1,110.0,20.83,113.0,4.9,15.4,7,4.16,1.0,False,50.87
OH,127,408,No,No,0,139.6,94.0,23.73,240.9,112.0,20.48,88.0,5.72,8.8,4,2.38,2.0,False,29.45
AR,116,415,No,Yes,23,253.0,78.0,43.01,138.9,121.0,11.81,104.0,12.5,11.8,3,3.19,2.0,False,55.51
KS,138,510,No,Yes,26,183.9,83.0,31.26,240.7,93.0,20.46,125.0,8.36,15.0,3,4.05,1.0,False,39.620000000000005
TX,120,415,No,No,0,203.3,108.0,34.56,259.9,66.0,22.09,103.0,5.22,7.8,2,2.11,3.0,False,39.78
WI,102,408,No,No,0,200.6,106.0,34.1,152.5,127.0,12.96,128.0,8.97,7.7,2,2.08,3.0,False,43.07
OR,95,415,No,No,0,167.6,96.0,28.49,176.0,89.0,14.96,113.0,11.29,13.4,6,3.62,2.0,False,39.78
VA,102,408,No,No,0,156.5,67.0,26.61,204.3,103.0,17.37,72.0,6.39,9.9,2,2.67,2.0,False,33.0
AR,89,415,No,Yes,25,215.1,140.0,36.57,197.4,69.0,16.78,117.0,7.29,10.6,10,2.86,1.0,False,43.86
CT,50,408,No,No,0,301.7,82.0,51.29,167.1,118.0,14.2,89.0,3.25,10.5,6,2.84,1.0,False,54.54
OH,93,415,No,Yes,42,152.3,90.0,25.89,267.5,102.0,22.74,130.0,12.01,11.3,5,3.05,7.0,False,37.9
WY,68,510,No,No,0,195.4,116.0,33.22,212.1,101.0,18.03,134.0,6.23,15.1,11,4.08,1.0,False,39.45
IL,70,408,No,No,0,208.7,97.0,35.48,275.5,83.0,23.42,122.0,8.21,8.0,3,2.16,2.0,False,43.69
MO,138,415,No,Yes,29,190.1,87.0,32.32,223.2,123.0,18.97,130.0,11.53,14.2,6,3.83,0.0,False,43.85
DC,141,415,No,Yes,37,185.4,87.0,31.52,178.5,128.0,15.17,107.0,9.82,8.0,3,2.16,4.0,False,41.34
MA,112,415,No,Yes,17,183.2,95.0,31.14,252.8,125.0,21.49,95.0,7.05,9.7,3,2.62,0.0,False,38.19
NH,117,510,Yes,No,0,54.2,100.0,9.21,303.2,84.0,25.77,84.0,7.73,8.6,2,2.32,1.0,True,16.94
IA,1,408,No,Yes,26,208.0,115.0,35.36,185.0,113.0,15.73,144.0,8.0,8.1,9,2.19,1.0,False,43.36
AL,70,415,No,No,0,230.3,110.0,39.15,77.9,87.0,6.62,105.0,11.12,13.2,4,3.56,1.0,False,50.269999999999996
OR,87,510,No,Yes,22,240.8,102.0,40.94,75.9,106.0,6.45,115.0,10.11,7.1,3,1.92,2.0,False,51.05
WV,52,510,No,Yes,21,195.7,119.0,33.27,106.2,95.0,9.03,94.0,7.08,5.3,3,1.43,2.0,False,40.35
WA,97,408,No,No,0,276.1,82.0,46.94,201.1,106.0,17.09,73.0,10.41,8.9,4,2.4,0.0,True,57.349999999999994
NV,105,408,No,No,0,166.1,93.0,28.24,175.9,106.0,14.95,55.0,10.96,16.2,3,4.37,2.0,False,39.2
SC,77,510,No,Yes,28,135.9,117.0,23.1,244.5,102.0,20.78,74.0,9.34,11.5,3,3.11,4.0,True,32.44
NC,80,415,Yes,No,0,189.1,122.0,32.15,223.2,92.0,18.97,116.0,12.11,13.9,3,3.75,2.0,True,44.26
NH,120,510,No,Yes,43,177.9,117.0,30.24,175.1,70.0,14.88,117.0,7.26,11.5,4,3.11,1.0,False,37.5
WY,54,408,No,Yes,39,143.9,73.0,24.46,210.3,117.0,17.88,117.0,5.81,12.5,8,3.38,2.0,False,30.27
FL,148,510,Yes,No,0,148.2,138.0,25.19,159.6,123.0,13.57,62.0,8.88,8.6,3,2.32,2.0,False,34.07
PA,119,408,No,No,0,287.1,115.0,48.81,159.3,99.0,13.54,86.0,9.76,13.9,1,3.75,2.0,True,58.57
NC,162,408,No,Yes,26,179.7,144.0,30.55,218.1,129.0,18.54,105.0,9.55,9.3,8,2.51,1.0,True,40.1
MO,85,510,No,No,0,165.8,96.0,28.19,190.0,141.0,16.15,116.0,6.48,10.9,3,2.94,5.0,True,34.67
KS,101,510,No,Yes,25,144.1,144.0,24.5,167.6,105.0,14.25,107.0,10.8,14.5,3,3.92,1.0,False,35.3
KY,172,415,No,No,0,172.5,85.0,29.33,253.1,71.0,21.51,113.0,9.97,5.9,6,1.59,0.0,False,39.3
DE,80,415,No,No,0,199.8,138.0,33.97,167.1,91.0,14.2,94.0,12.23,5.5,4,1.49,1.0,False,46.2
WI,67,510,No,No,0,109.1,134.0,18.55,142.3,76.0,12.1,86.0,4.1,10.9,5,2.94,2.0,False,22.65
CO,86,408,No,No,0,171.8,106.0,29.21,301.7,44.0,25.64,108.0,6.27,9.7,5,2.62,1.0,False,35.480000000000004
NM,107,415,No,No,0,222.3,101.0,37.79,286.0,111.0,24.31,117.0,11.22,12.1,4,3.27,1.0,True,49.01
DE,133,510,No,No,0,245.8,102.0,41.79,264.7,90.0,22.5,103.0,5.03,11.2,7,3.02,0.0,False,46.82
IL,116,510,No,No,0,164.6,110.0,27.98,270.6,103.0,23.0,109.0,10.37,8.0,3,2.16,0.0,False,38.35
WA,63,408,No,No,0,211.7,107.0,35.99,271.7,77.0,23.09,108.0,9.15,7.4,7,2.0,0.0,False,45.14
MA,119,408,Yes,Yes,16,147.2,103.0,25.02,160.1,96.0,13.61,120.0,8.28,7.7,2,2.08,0.0,True,33.3
OH,133,408,Yes,No,0,254.7,103.0,43.3,252.2,80.0,21.44,103.0,8.01,8.0,3,2.16,0.0,True,51.309999999999995
TN,94,408,Yes,No,0,170.1,113.0,28.92,271.8,94.0,23.1,78.0,4.98,8.7,4,2.35,1.0,False,33.900000000000006
MA,69,510,No,No,0,195.1,91.0,33.17,261.5,57.0,22.23,90.0,9.17,11.4,5,3.08,0.0,False,42.34
MI,146,408,No,No,0,149.3,83.0,25.38,187.1,130.0,15.9,100.0,6.74,7.9,4,2.13,7.0,True,32.12
TX,119,510,No,No,0,81.9,75.0,13.92,253.8,114.0,21.57,125.0,9.59,8.9,1,2.4,2.0,True,23.509999999999998
NH,142,408,Yes,Yes,25,191.1,109.0,32.49,149.6,120.0,12.72,60.0,10.25,9.8,3,2.65,0.0,False,42.74
MD,123,408,No,No,0,206.9,115.0,35.17,224.4,86.0,19.07,60.0,8.88,8.3,2,2.24,3.0,False,44.050000000000004
MS,101,408,No,No,0,239.0,156.0,40.63,273.0,106.0,23.21,93.0,12.52,13.5,8,3.65,1.0,True,53.150000000000006
AZ,43,415,No,No,0,179.3,97.0,30.48,252.7,126.0,21.48,114.0,10.24,8.0,5,2.16,0.0,False,40.72
IN,69,408,No,No,0,185.3,91.0,31.5,219.1,88.0,18.62,107.0,10.96,5.5,5,1.49,0.0,False,42.46
NY,15,510,Yes,No,0,141.4,80.0,24.04,123.9,76.0,10.53,88.0,14.56,8.1,3,2.19,2.0,False,38.6
WI,107,510,No,Yes,25,248.6,91.0,42.26,119.3,115.0,10.14,83.0,8.74,12.0,1,3.24,1.0,False,51.0
WV,67,510,No,No,0,152.5,131.0,25.93,252.4,107.0,21.45,104.0,8.34,4.9,3,1.32,2.0,False,34.269999999999996
NY,99,415,No,No,0,145.6,102.0,24.75,230.9,87.0,19.63,86.0,8.17,11.4,7,3.08,1.0,False,32.92
OK,46,415,No,No,0,164.2,116.0,27.91,196.2,153.0,16.68,119.0,10.62,8.1,1,2.19,1.0,False,38.53
NC,55,408,Yes,No,0,221.0,115.0,37.57,165.4,97.0,14.06,117.0,10.59,9.7,4,2.62,1.0,False,48.16
KY,39,415,No,No,0,295.4,126.0,50.22,232.1,117.0,19.73,123.0,9.2,11.5,2,3.11,1.0,True,59.42
TX,92,510,No,No,0,139.8,98.0,23.77,174.9,143.0,14.87,135.0,9.07,9.4,7,2.54,2.0,False,32.84
CT,56,415,No,No,0,162.3,99.0,27.59,149.1,78.0,12.67,115.0,11.5,14.8,1,4.0,4.0,True,39.09
NE,76,415,No,No,0,272.7,97.0,46.36,236.4,95.0,20.09,105.0,10.6,7.7,2,2.08,0.0,True,56.96
HI,132,408,Yes,Yes,33,200.3,75.0,34.05,226.6,67.0,19.26,91.0,8.95,12.9,3,3.48,2.0,False,43.0
SC,140,510,No,Yes,28,157.1,77.0,26.71,172.4,97.0,14.65,94.0,8.3,11.1,9,3.0,1.0,False,35.010000000000005
AK,51,510,Yes,Yes,12,135.8,60.0,23.09,200.6,134.0,17.05,98.0,8.66,12.3,7,3.32,2.0,False,31.75
SD,27,408,No,No,0,236.7,110.0,40.24,231.9,92.0,19.71,85.0,7.41,12.7,6,3.43,1.0,False,47.650000000000006
ID,224,510,No,No,0,111.4,133.0,18.94,175.0,66.0,14.88,106.0,9.77,5.5,6,1.49,3.0,False,28.71
OK,105,510,Yes,Yes,28,156.1,89.0,26.54,107.1,114.0,9.1,95.0,7.55,14.7,3,3.97,0.0,True,34.089999999999996
WA,117,408,No,No,0,191.1,93.0,32.49,282.8,56.0,24.04,118.0,3.82,12.0,4,3.24,2.0,False,36.31
SD,91,415,No,No,0,153.0,123.0,26.01,141.1,127.0,11.99,76.0,7.72,10.3,15,2.78,1.0,True,33.730000000000004
OH,135,415,No,No,0,218.8,123.0,37.2,242.8,64.0,20.64,80.0,3.86,10.3,3,2.78,4.0,False,41.06
VA,146,415,No,No,0,205.4,101.0,34.92,134.9,77.0,11.47,83.0,13.97,10.3,2,2.78,3.0,False,48.89
WI,147,415,Yes,No,0,225.2,111.0,38.28,184.9,98.0,15.72,146.0,6.44,9.9,1,2.67,0.0,True,44.72
IN,68,510,No,No,0,249.9,127.0,42.48,254.5,118.0,21.63,98.0,12.29,8.9,6,2.4,2.0,True,54.769999999999996
NM,68,408,No,No,0,131.6,89.0,22.37,137.0,109.0,11.65,107.0,11.53,10.2,5,2.75,3.0,False,33.9
HI,86,408,No,Yes,21,197.9,99.0,33.64,165.6,100.0,14.08,120.0,9.36,10.1,9,2.73,0.0,False,43.0
KY,131,415,No,No,0,166.5,129.0,28.31,210.2,107.0,17.87,93.0,11.57,9.9,5,2.67,1.0,False,39.879999999999995
OH,86,415,No,Yes,29,225.4,79.0,38.32,187.1,112.0,15.9,112.0,12.65,12.9,3,3.48,1.0,False,50.97
VT,159,415,No,No,0,275.8,103.0,46.89,189.5,108.0,16.11,93.0,10.08,7.4,5,2.0,2.0,True,56.97
AZ,134,415,No,Yes,40,142.9,105.0,24.29,88.6,61.0,7.53,96.0,13.05,10.8,6,2.92,1.0,False,37.34
VT,113,510,No,No,0,207.2,113.0,35.22,256.0,80.0,21.76,87.0,9.49,9.9,1,2.67,1.0,False,44.71
MO,132,408,No,No,0,206.2,100.0,35.05,211.2,118.0,17.95,122.0,8.83,10.2,6,2.75,1.0,False,43.879999999999995
AL,85,415,No,No,0,210.3,66.0,35.75,195.8,76.0,16.64,82.0,9.97,11.2,7,3.02,1.0,False,45.72
NJ,93,510,Yes,Yes,38,225.7,117.0,38.37,119.6,122.0,10.17,125.0,8.69,14.0,7,3.78,1.0,True,47.059999999999995
WA,174,408,No,Yes,33,167.8,91.0,28.53,205.3,91.0,17.45,132.0,5.85,14.5,4,3.92,4.0,True,34.38
NY,61,415,No,No,0,197.7,118.0,33.61,152.2,96.0,12.94,93.0,9.95,7.0,3,1.89,2.0,False,43.56
DC,91,415,No,Yes,39,169.8,105.0,28.87,65.2,116.0,5.54,92.0,6.5,10.9,4,2.94,1.0,False,35.370000000000005
NE,88,408,No,Yes,28,190.6,104.0,32.4,237.3,105.0,20.17,116.0,9.52,9.8,1,2.65,2.0,False,41.92
MA,88,408,No,Yes,45,80.3,140.0,13.65,153.3,101.0,13.03,123.0,13.91,12.8,3,3.46,2.0,False,27.560000000000002
VT,195,415,No,Yes,36,231.7,110.0,39.39,225.1,88.0,19.13,89.0,9.08,12.1,2,3.27,0.0,False,48.47
NM,182,415,No,No,0,69.1,114.0,11.75,230.3,109.0,19.58,96.0,11.55,6.5,4,1.76,0.0,False,23.3
CO,118,408,No,No,0,188.8,60.0,32.1,217.4,64.0,18.48,100.0,9.9,8.2,7,2.21,4.0,False,42.0
NH,103,408,No,No,0,150.6,125.0,25.6,169.1,126.0,14.37,104.0,9.95,10.4,8,2.81,8.0,True,35.55
IL,65,510,No,No,0,192.0,89.0,32.64,139.5,88.0,11.86,102.0,8.43,5.5,4,1.49,2.0,False,41.07
UT,61,408,No,Yes,25,163.7,78.0,27.83,113.2,112.0,9.62,118.0,6.03,9.9,3,2.67,3.0,False,33.86
WV,172,415,No,No,0,211.7,100.0,35.99,198.7,101.0,16.89,136.0,13.58,6.5,9,1.76,1.0,False,49.57
NJ,72,415,No,No,0,175.5,103.0,29.84,132.3,120.0,11.25,96.0,10.93,11.8,3,3.19,1.0,False,40.769999999999996
NM,113,510,No,No,0,150.1,120.0,25.52,200.1,85.0,17.01,105.0,12.0,11.0,3,2.97,2.0,False,37.519999999999996
ND,177,408,No,No,0,189.5,99.0,32.22,176.3,117.0,14.99,112.0,10.17,14.2,2,3.83,1.0,False,42.39
WA,100,408,No,No,0,70.8,94.0,12.04,215.6,102.0,18.33,125.0,10.39,9.5,1,2.57,6.0,True,22.43
NM,67,415,No,No,0,215.5,102.0,36.64,190.7,95.0,16.21,106.0,9.65,8.6,6,2.32,1.0,False,46.29
DE,136,415,No,No,0,101.7,105.0,17.29,202.8,99.0,17.24,119.0,6.13,9.4,6,2.54,3.0,False,23.419999999999998
GA,71,415,No,No,0,258.4,132.0,43.93,126.8,119.0,10.78,87.0,8.21,9.7,8,2.62,4.0,False,52.14
HI,134,408,No,No,0,242.4,126.0,41.21,152.9,115.0,13.0,115.0,14.32,11.8,6,3.19,1.0,False,55.53
CT,124,415,No,No,0,131.8,82.0,22.41,284.3,119.0,24.17,101.0,13.75,11.3,2,3.05,1.0,False,36.16
NJ,84,415,No,No,0,190.2,102.0,32.33,197.7,141.0,16.8,102.0,11.14,9.8,6,2.65,2.0,False,43.47
ME,39,408,No,No,0,154.1,104.0,26.2,204.2,112.0,17.36,92.0,8.83,9.8,4,2.65,2.0,False,35.03
